Date,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,Wind_Speed,N,P,K,Soil_Quality,Area,Crop_Yield
1/1/2014,Tomato,Sandy Loam,6.499340487458107,23.869526238704236,72.62775326147131,8.297530922877655,177.49080237694724,106.55106104548094,50.8117142426939,42.29166667,0.39963209507789,5.99448142616835
1/2/2014,Tomato,Sandy Loam,6.9934935450251885,23.330642987274924,71.94281194189551,10.024798726438052,189.0142861281983,93.4141672662496,68.27454988012919,42.29166667,0.8605714451279329,12.908571676918994
1/3/2014,Tomato,Sandy Loam,6.625333561312666,23.361208508171796,81.82719197918665,7.830138030809474,184.6398788362281,90.6092737261792,66.65988277106001,58.0,0.685595153449124,10.28392730173686
1/4/2014,Tomato,Sandy Loam,5.666605166223593,22.87116590783755,65.70604509028139,9.443836100875195,181.97316968394074,94.08896744928546,55.95141432881631,33.83333333,0.5789267873576293,8.68390181036444
1/5/2014,Tomato,Sandy Loam,5.871160473567111,23.517518431530892,84.49473894515015,8.677775931154159,173.12037280884874,96.80823112228519,65.78581309354209,58.0,0.2248149123539492,3.3722236853092387
1/6/2014,Tomato,Sandy Loam,5.938656368061839,23.277487443490145,77.96359116530746,12.352960480205113,173.11989040672404,100.2116151491912,50.62427120677495,42.29166667,0.2247956162689621,3.371934244034432
1/7/2014,Tomato,Sandy Loam,6.0157285072896896,22.79632111240085,73.64966776398884,11.0350079567505,171.161672243364,102.30258281082399,69.33731100586787,13.29166667,0.1464668897345595,2.197003346018393
1/8/2014,Tomato,Sandy Loam,6.630806783901009,23.883373205555152,77.56109062300851,11.536294323173154,187.3235229154987,108.21211434428844,60.53189885179579,42.29166667,0.7929409166199481,11.894113749299224
1/9/2014,Tomato,Sandy Loam,6.507931559650787,21.57478484905327,67.45481892917965,7.105838940826445,182.0223002348642,100.19708019100915,56.06562052130891,13.29166667,0.5808920093945671,8.713380140918506
1/10/2014,Tomato,Sandy Loam,5.906320076728418,23.830139156984252,75.28104910587095,8.255021653268894,184.1614515559209,100.02551289251458,57.251664251893544,33.83333333,0.6664580622368363,9.996870933552543
1/11/2014,Tomato,Sandy Loam,5.635109686911374,22.204314485996594,84.70191046679595,5.211654476120743,170.41168988591605,91.00486019645965,51.32810706920995,33.83333333,0.1164675954366419,1.7470139315496296
1/12/2014,Tomato,Sandy Loam,5.842864408949437,22.58519695020446,69.70538875693414,6.083747072931699,189.3981970432399,90.69823105312447,69.78699028084078,33.83333333,0.8759278817295955,13.138918225943932
1/13/2014,Tomato,Sandy Loam,7.468762625237207,21.368217958632926,79.44556198072699,7.650542319888873,186.64885281600843,101.02319923832744,50.78583890301385,42.29166667,0.7659541126403374,11.489311689605062
1/14/2014,Tomato,Sandy Loam,6.437093899582944,22.620322316765375,73.69942751663402,5.6546372130202105,174.24678221356552,98.76357226496688,63.098142462957185,58.0,0.2698712885426209,4.048069328139314
1/15/2014,Tomato,Sandy Loam,7.234691009404225,22.83362025557458,78.04916296975907,11.026324003547025,173.636499344142,106.78360789960597,58.854718554129164,33.83333333,0.2454599737656805,3.681899606485208
1/16/2014,Tomato,Sandy Loam,7.197504933337687,23.993104625425573,69.09774457383551,14.981301159238251,173.66809019706866,93.2135916942369,68.9783243637743,33.83333333,0.246723607882747,3.700854118241206
1/17/2014,Tomato,Sandy Loam,6.523039114925748,23.92557723321458,74.40929965235205,6.008152140653885,176.08484485919075,90.499433242341,54.919994806135904,33.83333333,0.3433937943676302,5.150906915514453
1/18/2014,Tomato,Sandy Loam,6.913375416921087,23.89919187562286,84.60185427718551,13.21230212669265,180.49512863264476,98.98077535860251,60.64173647876022,33.83333333,0.5198051453057903,7.797077179586854
1/19/2014,Tomato,Sandy Loam,5.885504020825424,22.045164180306173,68.90574302032019,6.188162472651472,178.63890037284233,94.74957113504514,59.64712417165506,13.29166667,0.4455560149136927,6.683340223705391
1/20/2014,Tomato,Sandy Loam,6.876793409853817,23.97379949623513,77.72890055697515,11.69914018796436,175.82458280396085,90.99228746677674,64.05732888100202,13.29166667,0.3329833121584336,4.994749682376503
1/21/2014,Tomato,Sandy Loam,6.044769158526579,22.36643445478533,76.51195497533591,11.431576030590172,182.2370578944476,104.49196573695258,51.36020463904841,58.0,0.5894823157779036,8.842234736668553
1/22/2014,Tomato,Sandy Loam,7.164124193508302,23.555508776285702,76.30103172580806,14.027169348111991,172.78987721304082,92.23185999914494,53.8757826004671,58.0,0.2115950885216334,3.173926327824502
1/23/2014,Tomato,Sandy Loam,5.66744826621782,21.648959907056916,77.30246579303234,6.139456136805124,175.84289297070436,102.16639000015543,54.291296401857,33.83333333,0.3337157188281745,5.005735782422618
1/24/2014,Tomato,Sandy Loam,7.046277345770555,22.51749953896981,75.04475947376456,8.154444660818978,177.32723686587383,95.62099500333778,64.7630150968338,13.29166667,0.3930894746349533,5.8963421195243
1/25/2014,Tomato,Sandy Loam,5.6998738131372395,23.898036288382816,65.33861500515316,5.907797603546857,179.12139968434073,93.46992100710044,53.7827739265348,33.83333333,0.4648559873736287,6.972839810604431
1/26/2014,Tomato,Sandy Loam,7.262378473788618,23.84109419077028,83.00193622926236,9.073833258044338,185.70351922786028,97.59503045838635,61.469835277819534,42.29166667,0.728140769114411,10.922111536716164
1/27/2014,Tomato,Sandy Loam,6.108409036270007,23.05120463346428,81.53957654968062,14.11593173557445,173.9934756431672,106.02891552445908,54.30487641001908,13.29166667,0.2597390257266878,3.896085385900317
1/28/2014,Tomato,Sandy Loam,6.80878672966115,23.39344296765918,68.48335361842243,12.81523151061856,180.28468876827225,97.84187153809145,67.23249900167957,13.29166667,0.5113875507308893,7.670813260963339
